,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,def_kmean
249,Keita Bates-Diop,23.0,3.0,4.0,17.8,3.3,5.9,56.1,1.6,3.4,45.8,0.7,1.1,62.5,0.7,2.0,2.7,0.3,0.4,1.1,15.1,0.0,0.0,0.6,2.0,13.1,0.4,25.0,0.6,19.0,6.4,5.6,4.6,16.0,0.08199999999999999,15.9,24.5,19.2,30.6,23.3,9.8,12.5,27.8,15.2,3.2,7.3,7.7,17.0,12.0,22.5,41.5,58.5,38.7,0.0,53.2,12.9,16.1,38.7,66.7,33.3,100.0,0.0,82.6,17.4,1.4,2.0,1.1,3.4,6.4,5.6,4.6,16.0,0.1,0.9,125.0,0.4,0.6,1.0,-6.0,5.6,-0.4,-0.7,1.5,0.8,0.2,"$1,416,852",0
250,Thaddeus Young,31.0,6.0,14.0,21.5,3.5,8.7,40.2,1.1,3.4,32.4,0.8,1.4,55.6,1.8,2.8,4.6,1.7,1.6,1.7,19.2,0.0,0.0,-4.0,2.8,19.0,1.1,21.9,0.3,20.0,7.2,5.3,6.4,21.1,0.07200000000000001,20.4,20.7,20.7,21.0,20.8,11.3,15.1,35.6,23.3,16.3,24.2,18.6,17.5,13.7,19.4,60.9,39.1,54.2,2.3,37.3,11.3,20.9,52.0,58.3,41.7,90.9,9.1,68.6,31.4,1.9,1.5,1.0,4.6,7.2,5.3,6.4,21.1,0.7,1.3,408.0,-3.6,0.7,-2.9,-6.1,-1.5,-7.6,-4.2,0.3,-3.9,-0.2,"$12,900,000",0
251,Hamidou Diallo,21.0,4.0,8.0,21.4,3.8,7.7,50.0,0.2,1.1,15.4,0.9,1.5,61.1,1.2,2.7,3.8,0.8,1.2,2.4,18.9,1.0,0.0,0.9,2.7,16.8,1.5,41.9,0.3,13.8,7.2,5.8,3.8,21.5,0.12,18.5,21.8,20.4,3.8,8.4,12.8,14.9,28.6,19.2,8.4,14.9,32.3,27.4,15.4,18.7,85.9,14.1,83.8,3.8,5.7,17.1,26.7,80.0,61.4,38.6,50.0,50.0,60.9,39.1,2.3,1.4,1.5,7.0,7.2,5.8,3.8,21.5,0.8,1.6,256.0,-2.5,2.8,0.2,-1.3,6.7,5.4,-2.4,3.6,1.2,0.5,"$1,416,852",0
252,Doug McDermott,27.0,12.0,7.0,20.8,3.3,7.5,44.1,1.7,3.8,43.8,0.4,0.5,80.0,0.4,2.3,2.7,1.1,0.9,1.8,13.4,0.0,0.0,2.0,2.3,15.2,0.1,3.6,0.2,8.1,7.1,5.5,5.3,19.2,0.111,17.1,18.4,19.0,34.8,30.5,7.6,7.5,9.8,14.0,9.8,14.5,20.4,19.1,8.1,18.8,49.0,51.0,37.3,8.4,57.8,16.9,18.1,28.9,80.6,19.4,100.0,0.0,90.5,9.5,1.6,0.8,1.5,2.5,7.1,5.5,5.3,19.2,0.5,0.6,361.0,-1.8,-1.4,-3.1,0.1,3.8,3.9,-1.5,-0.5,-2.0,0.1,"$7,333,334",0
254,Tony Snell,28.0,4.0,11.0,26.2,3.1,6.6,46.5,2.2,4.7,46.5,0.3,0.3,100.0,0.3,1.4,1.7,1.7,0.6,1.7,14.4,0.0,0.0,-2.4,1.4,8.0,0.5,12.3,0.1,5.9,11.2,7.0,6.5,28.5,0.038,11.8,14.3,14.1,31.7,28.0,3.0,2.2,5.9,7.4,12.0,6.7,2.6,14.7,7.8,14.6,28.3,71.7,20.2,6.2,76.7,20.9,18.6,14.0,84.6,15.4,93.9,6.1,91.3,8.7,1.6,0.2,1.8,1.2,11.2,7.0,6.5,28.5,0.1,0.9,372.0,1.3,-3.0,-1.7,-0.6,-4.1,-4.6,1.0,-3.3,-2.3,0.1,"$11,392,857",0
255,Donte DiVincenzo,22.0,16.0,1.0,21.0,3.3,7.6,43.4,1.4,3.8,35.9,0.6,0.9,68.8,0.9,3.4,4.3,1.5,1.0,1.7,19.6,0.0,0.0,8.5,3.4,18.5,1.4,33.3,0.1,4.8,7.2,4.6,6.1,17.3,0.154,16.9,17.2,18.8,24.0,22.7,7.4,7.7,17.2,18.2,14.9,14.8,16.1,21.6,13.1,16.3,50.4,49.6,45.2,4.1,47.3,19.2,26.7,41.1,48.5,51.5,91.3,8.7,66.1,33.9,2.3,1.0,1.6,3.5,7.2,4.6,6.1,17.3,0.3,1.4,311.0,0.4,3.7,4.1,0.4,6.2,6.6,0.3,4.3,4.6,1.2,"$2,905,800",0
256,Danny Green,32.0,17.0,2.0,25.3,3.1,6.8,45.7,1.9,4.7,41.1,0.4,0.6,72.7,0.7,2.7,3.4,1.2,1.1,2.5,18.7,0.0,0.0,6.4,2.7,14.3,1.3,25.5,0.5,12.8,9.5,5.5,9.9,22.5,0.113,13.1,13.1,14.2,35.9,30.9,4.8,4.9,11.5,13.6,7.9,13.1,0.0,23.5,9.7,14.0,30.2,69.8,27.0,4.9,68.1,25.8,19.6,22.1,77.3,22.7,100.0,0.0,91.5,8.5,1.7,0.6,2.2,1.9,9.5,5.5,9.9,22.5,0.0,1.1,459.0,-0.1,2.5,2.5,3.2,-1.7,1.5,0.5,1.8,2.4,1.2,"$14,634,146",0
257,Ivica Zubac,22.0,14.0,6.0,16.1,3.4,5.5,60.9,0.0,0.1,0.0,1.9,2.3,80.4,2.4,4.3,6.7,0.9,0.8,2.5,21.0,3.0,0.0,1.0,4.3,33.7,0.2,7.1,1.1,48.9,5.4,3.3,4.9,13.8,0.08,18.3,25.6,17.9,0.0,0.4,32.5,31.5,53.3,38.8,11.0,15.1,42.9,30.8,22.0,23.9,99.1,0.9,78.4,2.3,0.0,11.7,21.1,76.0,74.6,25.4,0.0,0.0,74.6,25.4,1.8,2.3,1.0,6.5,5.4,3.3,4.9,13.8,0.5,1.6,306.0,1.5,2.1,3.6,-3.8,1.9,-1.9,0.6,2.1,2.7,0.8,"$6,481,482",0
258,Rajon Rondo,33.0,9.0,0.0,20.3,3.2,7.6,42.6,1.4,3.2,44.8,0.6,0.8,71.4,0.4,2.6,3.0,5.3,1.7,1.1,21.4,0.0,0.0,4.3,2.6,19.5,1.0,31.0,0.0,0.0,6.6,4.9,4.6,18.2,0.079,19.7,18.4,20.3,23.6,21.5,7.8,7.9,12.1,17.9,47.5,29.4,21.4,14.3,17.9,17.5,57.4,42.6,42.1,5.3,51.3,7.9,14.5,36.8,12.5,87.5,53.8,46.2,31.0,69.0,1.2,0.6,0.7,3.1,6.6,4.9,4.6,18.2,0.3,1.7,171.0,0.8,-5.2,-4.4,-2.0,-3.9,-5.9,0.3,-5.3,-5.0,-0.2,"$2,564,753",0
259,Ish Smith,31.0,6.0,11.0,24.4,3.6,8.2,43.9,0.8,2.3,33.3,0.5,0.8,61.5,0.6,2.6,3.3,4.2,1.1,1.5,21.0,0.0,0.0,1.3,2.6,15.8,0.8,18.1,0.4,16.7,8.3,5.9,6.2,24.1,0.033,15.7,15.5,16.8,10.8,12.1,5.8,7.6,12.2,14.9,29.0,16.1,20.8,14.1,9.2,13.7,71.9,28.1,67.1,28.0,27.3,15.4,14.7,39.2,27.1,72.9,69.2,30.8,36.1,63.9,1.2,0.9,1.3,3.3,8.3,5.9,6.2,24.1,0.6,0.9,388.0,-0.7,-2.3,-3.0,4.4,2.4,6.8,0.2,-1.5,-1.3,0.3,"$5,853,659",0
260,Wesley Matthews,33.0,17.0,3.0,24.7,2.9,6.4,44.9,1.7,4.4,39.1,1.0,1.2,83.3,0.1,2.2,2.3,1.4,0.9,1.2,14.2,0.0,0.0,8.0,2.2,9.6,0.6,13.9,0.1,3.3,7.8,4.9,7.2,20.6,0.129,12.5,12.2,13.5,23.0,21.0,11.0,9.6,2.8,8.6,10.0,12.1,15.2,11.9,11.3,13.3,31.5,68.5,27.4,4.8,60.7,16.7,9.5,22.6,65.2,34.8,100.0,0.0,86.0,14.0,0.8,0.7,1.4,1.9,7.8,4.9,7.2,20.6,0.4,1.3,445.0,-1.2,2.3,1.1,3.9,2.3,6.2,-0.4,2.4,2.0,1.1,"$2,564,753",0
263,Jaxson Hayes,19.0,6.0,10.0,19.4,3.3,5.3,61.2,0.0,0.1,0.0,1.7,2.8,61.4,2.0,2.3,4.3,0.7,1.0,3.1,18.6,1.0,0.0,1.5,2.3,17.1,0.8,22.0,0.9,48.4,7.4,6.1,6.0,19.6,0.047,15.4,18.2,14.4,0.0,0.9,22.3,26.7,45.7,24.3,7.2,15.1,19.4,30.3,25.9,16.7,97.6,2.4,79.4,0.0,0.0,14.5,9.2,79.4,69.2,30.8,0.0,0.0,69.2,30.8,0.8,2.3,1.2,6.5,7.4,6.1,6.0,19.6,0.4,2.3,290.0,-1.6,-2.9,-4.6,4.9,2.8,7.7,-0.5,-2.0,-2.5,0.0,"$4,862,040",0
264,Ben McLemore,26.0,13.0,6.0,20.9,2.6,7.1,36.6,1.9,6.0,31.6,1.1,1.3,84.0,0.4,2.1,2.5,0.8,0.6,1.9,14.3,1.0,0.0,6.3,2.1,14.0,0.7,18.8,0.2,9.4,8.1,5.5,6.4,23.7,0.078,15.9,14.0,18.1,23.4,28.6,11.2,10.6,7.4,12.4,9.5,9.9,3.4,19.5,10.7,14.9,14.9,85.1,16.8,0.0,69.7,16.1,16.1,16.8,69.2,30.8,94.4,5.6,87.8,12.2,1.3,1.6,1.3,1.4,8.1,5.5,6.4,23.7,0.1,1.1,362.0,0.0,-3.4,-3.4,7.8,-0.8,7.0,1.4,-3.1,-1.7,0.2,"$1,882,867",0
265,Emmanuel Mudiay,23.0,10.0,6.0,16.2,3.3,6.6,50.0,0.4,1.5,29.2,1.1,1.4,77.3,0.4,2.4,2.8,2.4,1.9,1.6,15.0,0.0,0.0,1.8,2.4,17.4,0.4,16.7,0.3,12.9,6.1,4.1,3.9,17.0,0.10400000000000001,24.0,26.0,23.6,11.5,14.3,18.1,17.7,16.2,17.2,34.5,33.0,35.3,23.6,19.6,23.1,77.4,22.6,70.8,13.8,16.2,10.8,6.2,56.9,28.3,71.7,71.4,28.6,34.0,66.0,0.5,0.4,0.9,4.6,6.1,4.1,3.9,17.0,0.8,1.3,249.0,-2.7,-2.5,-5.2,-2.9,5.7,2.8,-2.9,-1.2,-4.1,-0.2,"$1,737,145",0
266,Seth Curry,29.0,10.0,6.0,20.9,2.6,6.1,43.3,1.4,3.8,37.7,1.4,1.5,91.7,0.4,1.2,1.6,1.6,0.8,1.8,13.9,0.0,0.0,0.7,1.2,7.6,0.6,21.4,0.2,8.8,8.6,6.9,7.3,22.1,0.039,14.5,15.7,16.1,25.6,21.6,13.7,11.4,7.8,7.6,15.8,11.0,0.0,21.5,10.9,16.4,37.1,62.9,29.5,14.0,53.5,13.2,17.1,15.5,36.8,63.2,87.0,13.0,64.3,35.7,1.4,0.9,1.1,1.3,8.6,6.9,7.3,22.1,0.0,1.2,314.0,0.8,-2.8,-2.0,-4.4,-4.8,-9.2,-0.1,-3.4,-3.5,-0.1,"$7,441,860",0
267,Maxi Kleber,27.0,11.0,6.0,25.5,2.8,6.7,42.1,1.5,4.1,35.7,0.9,1.1,88.9,1.5,4.3,5.8,1.0,0.7,2.1,18.8,0.0,0.0,1.0,4.3,21.7,0.2,8.2,0.8,31.7,8.5,7.0,7.6,25.2,0.091,12.6,14.0,14.0,21.0,18.6,8.5,7.6,23.4,22.1,8.5,10.6,12.8,18.5,9.6,13.8,38.6,61.4,33.6,2.9,54.7,3.6,13.9,30.7,95.7,4.3,100.0,0.0,97.9,2.1,1.1,0.7,0.3,2.5,8.5,7.0,7.6,25.2,0.3,1.2,409.0,-1.0,1.2,0.2,-7.5,4.4,-3.2,-2.3,1.9,-0.4,0.5,"$8,000,000",0
269,Kentavious Caldwell-Pope,26.0,17.0,2.0,23.2,3.1,6.8,44.6,1.2,2.9,40.0,0.7,0.9,77.8,0.5,1.7,2.2,1.4,0.8,1.7,14.5,0.0,0.0,3.8,1.7,10.3,0.7,17.6,0.2,4.3,7.7,5.6,7.8,19.3,0.085,14.0,14.6,15.6,22.0,19.9,9.1,8.7,8.6,9.9,10.9,11.9,10.3,19.0,7.9,14.5,57.7,42.3,47.4,17.1,43.4,27.6,14.5,30.3,75.0,25.0,95.5,4.5,82.8,17.2,1.2,0.8,2.2,2.4,7.7,5.6,7.8,19.3,0.2,0.8,412.0,-1.0,-2.5,-3.6,-0.2,-0.9,-1.1,-1.0,-2.4,-3.4,-0.1,"$8,089,282",0
270,Omari Spellman,22.0,4.0,15.0,18.5,2.8,6.5,42.7,0.8,2.1,37.5,1.6,1.9,81.1,2.3,3.4,5.7,1.1,1.3,1.3,19.5,1.0,0.0,-0.8,3.4,25.2,0.7,28.0,0.7,38.9,6.8,4.2,5.0,20.2,0.052000000000000005,18.6,19.3,18.5,21.4,18.2,18.4,19.2,46.8,31.0,12.1,23.8,16.7,20.0,17.3,19.3,67.7,32.3,50.3,15.9,29.8,2.0,13.9,34.4,55.3,44.7,100.0,0.0,67.9,32.1,1.1,2.0,0.2,2.7,6.8,4.2,5.0,20.2,0.4,1.4,329.0,-1.4,1.1,-0.3,-1.5,2.7,1.2,-1.5,1.5,0.1,0.5,"$1,897,800",0
272,Austin Rivers,27.0,13.0,6.0,23.9,2.9,7.2,40.1,1.2,4.1,28.6,0.9,1.4,69.2,0.7,1.9,2.6,1.4,0.6,1.9,14.3,0.0,0.0,0.3,1.9,10.7,0.5,14.1,0.1,4.7,8.6,6.7,7.7,26.7,0.037000000000000005,14.0,14.0,16.0,13.9,16.8,9.6,10.8,14.9,11.6,13.8,8.5,14.7,17.1,13.9,13.3,43.8,56.2,44.0,0.0,44.0,13.3,15.3,44.0,24.2,75.8,77.3,22.7,45.5,54.5,1.2,1.1,1.1,3.5,8.6,6.7,7.7,26.7,0.3,1.5,423.0,-0.1,-2.1,-2.3,5.0,-8.8,-3.8,0.7,-3.5,-2.7,0.0,"$2,174,318",0
274,Christian Wood,24.0,6.0,11.0,14.2,2.9,4.9,58.3,0.6,1.4,45.8,1.5,2.2,65.8,1.1,3.1,4.2,0.4,0.7,0.8,16.6,2.0,0.0,1.6,3.1,30.1,0.3,14.7,1.0,44.7,5.8,3.6,4.4,14.4,0.075,19.4,25.9,20.4,21.2,16.9,22.9,25.5,35.3,31.3,5.0,13.3,17.9,13.5,29.2,24.9,71.4,28.6,56.7,1.5,24.6,14.2,21.6,55.2,76.3,23.7,81.8,18.2,77.6,22.4,1.7,1.4,1.1,4.4,5.8,3.6,4.4,14.4,0.3,2.1,232.0,1.4,4.5,5.9,-2.1,7.2,5.0,0.8,5.3,6.1,1.1,"$1,645,357",0
275,JaMychal Green,29.0,14.0,6.0,22.9,2.7,6.5,41.9,1.7,4.4,37.9,0.8,1.0,84.2,1.5,5.7,7.1,0.5,1.0,2.6,19.0,2.0,0.0,3.0,5.7,31.2,0.6,18.2,0.4,14.0,7.5,6.1,6.8,20.7,0.094,13.5,13.7,14.9,32.0,28.9,7.8,7.3,24.0,29.4,4.6,12.4,15.8,21.8,7.2,14.4,32.6,67.4,26.8,1.3,63.1,6.4,17.2,25.5,61.9,38.1,100.0,0.0,85.2,14.8,1.4,1.5,0.5,2.0,7.5,6.1,6.8,20.7,0.5,0.9,430.0,-1.2,-0.5,-1.7,0.4,3.0,3.4,-1.0,0.1,-0.9,0.4,"$4,767,000",0
276,Bismack Biyombo,27.0,6.0,13.0,16.2,3.1,5.1,59.8,0.0,0.0,0.0,1.7,3.2,55.0,1.5,2.5,4.0,0.8,0.7,1.9,16.4,1.0,0.0,-1.5,2.5,24.2,0.3,14.6,0.7,46.7,5.5,4.3,4.8,17.6,0.032,19.0,22.8,17.5,0.0,0.0,33.0,39.7,42.6,29.0,10.0,16.0,39.1,27.8,31.9,21.8,100.0,0.0,77.9,1.3,0.0,8.1,15.4,76.5,81.0,19.0,0.0,0.0,81.0,19.0,1.2,1.1,0.6,6.0,5.5,4.3,4.8,17.6,0.5,2.4,264.0,0.3,-0.4,-0.1,1.8,3.4,5.3,0.6,0.4,1.0,0.5,"$17,000,000",0
277,Shabazz Napier,28.0,4.0,2.0,22.2,2.2,7.2,30.2,1.2,5.2,22.6,2.3,2.7,87.5,0.2,2.3,2.5,4.5,2.0,0.7,21.6,0.0,0.0,3.7,2.3,14.1,1.5,25.7,0.5,33.3,9.3,5.8,4.2,18.7,0.192,17.2,12.4,17.1,18.9,26.1,25.0,21.6,3.7,11.9,44.3,20.3,5.3,7.8,24.6,15.5,27.9,72.1,25.5,12.8,44.7,8.5,12.8,12.8,33.3,66.7,14.3,85.7,23.1,76.9,1.0,0.5,0.7,1.0,9.3,5.8,4.2,18.7,0.2,2.7,133.0,-1.0,3.9,2.9,-4.7,10.5,5.8,-1.7,5.3,3.6,0.4,"$1,882,867",0
278,Delon Wright,27.0,12.0,6.0,21.8,2.9,5.9,48.6,0.5,1.6,32.1,1.4,1.8,81.3,0.8,2.7,3.5,3.1,0.8,1.2,20.1,0.0,0.0,3.8,2.7,16.2,1.1,35.1,0.3,17.1,7.2,5.9,5.9,21.4,0.087,14.2,15.2,14.2,7.9,8.8,17.3,16.7,17.9,16.6,27.5,14.9,23.7,12.3,12.4,14.7,73.8,26.2,61.9,0.0,19.4,21.6,20.1,61.9,34.9,65.1,77.8,22.2,42.3,57.7,1.6,0.8,1.7,4.8,7.2,5.9,5.9,21.4,0.5,1.3,378.0,1.6,1.2,2.9,-1.6,4.5,2.8,1.1,1.9,3.0,1.1,"$9,473,684",0
279,Jalen Brunson,23.0,12.0,6.0,16.9,3.0,6.4,46.6,0.6,2.1,27.0,1.1,1.6,69.0,0.6,1.9,2.6,2.8,1.1,1.4,15.5,0.0,0.0,3.7,1.9,13.9,0.6,27.0,0.0,0.0,5.4,3.6,4.6,15.0,0.081,19.5,19.9,20.0,12.3,15.9,19.6,20.3,16.7,14.5,30.5,22.6,13.3,18.5,27.7,19.0,68.1,31.9,63.8,11.6,21.7,14.5,13.0,52.2,34.1,65.9,100.0,0.0,46.3,53.7,1.0,0.7,1.1,4.0,5.4,3.6,4.6,15.0,0.2,2.3,295.0,1.4,2.9,4.3,0.9,6.3,7.2,1.3,3.7,5.0,1.2,"$1,416,582",0
280,Justin Holiday,30.0,12.0,7.0,25.0,2.6,6.4,40.2,1.5,4.1,36.4,1.0,1.2,82.6,0.4,3.4,3.8,1.7,0.6,1.8,19.3,0.0,0.0,1.4,3.4,18.4,1.1,27.8,0.7,24.5,9.4,7.1,6.6,24.5,0.124,12.4,12.0,13.4,28.0,26.8,13.2,13.0,7.3,15.8,13.0,7.9,13.7,15.6,13.6,13.7,36.9,63.1,29.0,8.3,57.9,17.9,15.2,20.7,85.7,14.3,96.4,3.6,91.8,8.2,1.2,0.7,1.4,1.6,9.4,7.1,6.6,24.5,0.4,1.3,425.0,0.3,2.1,2.4,-4.4,2.9,-1.5,-0.5,2.3,1.8,1.0,"$4,767,000",0
281,Nerlens Noel,25.0,7.0,10.0,18.6,3.0,4.6,64.6,0.0,0.0,0.0,1.6,2.0,79.4,1.2,3.6,4.8,1.5,1.2,2.9,22.6,1.0,0.0,-3.6,3.6,28.2,0.9,27.6,1.8,65.2,7.2,7.1,5.5,18.6,0.047,15.8,21.2,14.7,0.0,0.0,21.8,21.7,48.8,31.7,18.3,20.0,2.9,35.7,23.6,19.3,100.0,0.0,79.1,9.3,0.0,4.7,11.6,69.8,82.4,17.6,0.0,0.0,82.4,17.6,0.9,1.5,0.4,5.3,7.2,7.1,5.5,18.6,0.1,1.9,292.0,-1.0,4.8,3.9,-6.8,-1.6,-8.4,-2.1,4.0,1.9,0.7,"$2,028,594",0
283,Dwayne Bacon,24.0,4.0,11.0,21.2,2.9,8.9,32.3,0.6,2.5,23.7,1.2,1.7,69.2,0.5,2.3,2.7,1.3,1.3,1.7,14.5,0.0,0.0,-7.6,2.3,16.8,0.9,26.5,0.1,9.1,8.2,5.3,7.1,25.1,0.027000000000000003,21.5,18.5,22.9,12.0,17.0,18.0,18.7,9.7,15.0,14.3,18.3,20.5,19.8,14.2,17.6,71.4,28.6,60.2,10.6,23.9,15.9,16.8,49.6,50.0,50.0,88.9,11.1,58.1,41.9,1.3,1.1,1.2,3.7,8.2,5.3,7.1,25.1,0.6,1.3,298.0,-6.3,0.7,-5.6,-7.3,1.8,-5.5,-6.7,1.0,-5.8,-0.5,"$1,618,520",0
284,Jeff Green,33.0,12.0,7.0,19.1,2.2,6.3,35.0,1.2,3.5,32.8,1.9,2.5,77.1,0.4,2.5,2.9,0.6,1.2,1.6,13.6,0.0,0.0,-1.9,2.5,17.6,0.4,16.0,0.5,25.6,7.2,5.4,5.9,19.7,0.07200000000000001,19.4,15.3,19.0,26.2,28.2,27.0,27.3,12.1,16.7,7.8,18.2,15.9,18.7,22.7,18.6,44.2,55.8,28.0,2.8,46.2,6.3,14.0,25.2,65.0,35.0,95.5,4.5,81.0,19.0,1.1,0.3,0.5,1.9,7.2,5.4,5.9,19.7,0.4,1.8,347.0,-2.8,-0.4,-3.2,-5.2,-1.1,-6.3,-3.4,-0.6,-4.1,-0.2,"$2,564,753",0
285,Marquese Chriss,22.0,4.0,15.0,17.9,2.7,5.4,50.0,0.2,0.8,20.0,2.0,2.3,86.4,1.4,3.3,4.7,2.3,1.4,2.2,20.6,0.0,0.0,-3.0,3.3,29.0,0.8,24.6,1.0,59.4,6.9,4.6,4.9,19.2,0.01,17.8,18.5,16.2,3.8,6.7,25.7,25.4,38.6,31.3,24.6,26.2,17.8,30.8,22.2,18.4,85.3,14.7,67.1,4.2,6.3,7.7,18.2,62.9,66.7,33.3,100.0,0.0,68.6,31.4,1.4,2.0,0.6,4.7,6.9,4.6,4.9,19.2,0.4,1.8,315.0,-1.7,4.5,2.8,0.9,-3.0,-2.1,-1.3,3.5,2.2,0.8,"$1,678,854",0
289,Enes Kanter,27.0,6.0,5.0,16.5,2.9,5.1,57.1,0.0,0.1,0.0,1.6,2.5,64.3,2.6,3.5,6.1,1.2,0.8,1.2,19.5,0.0,0.0,4.6,3.5,30.2,0.8,34.6,0.5,50.0,4.8,4.4,3.6,16.0,0.078,17.5,20.5,16.6,0.0,0.9,24.3,28.3,61.7,38.7,13.5,17.0,25.0,19.4,27.3,19.1,98.2,1.8,78.0,4.9,0.0,6.1,14.6,73.2,43.8,56.3,0.0,0.0,43.8,56.3,1.1,2.5,0.5,5.5,4.8,4.4,3.6,16.0,0.5,2.2,160.0,3.5,2.3,5.7,4.3,-1.0,3.3,3.8,1.7,5.5,0.7,"$4,767,000",0
291,Brad Wanamaker,30.0,13.0,5.0,17.3,2.4,4.9,50.0,0.5,1.2,40.9,2.1,2.3,90.2,0.4,1.8,2.2,2.8,1.2,1.8,15.9,0.0,0.0,1.4,1.8,13.6,0.7,21.0,0.2,9.8,4.9,4.9,4.0,15.2,0.099,17.3,17.9,15.6,13.0,10.2,30.8,27.2,13.3,13.5,33.8,24.1,22.9,23.2,21.5,19.7,75.0,25.0,52.2,4.5,20.1,25.4,22.4,47.8,51.4,48.6,88.9,11.1,59.1,40.9,1.7,0.7,1.9,3.6,4.9,4.9,4.0,15.2,0.4,1.7,293.0,1.2,1.6,2.7,-2.6,1.8,-0.8,0.5,1.6,2.1,0.7,"$1,445,697",0
292,Marvin Williams,33.0,8.0,13.0,19.6,2.7,5.4,49.1,1.3,3.3,40.6,0.7,0.9,83.3,0.5,2.3,2.8,0.9,0.6,1.8,14.1,0.0,0.0,-2.3,2.3,18.2,0.6,24.5,0.3,18.8,8.1,5.9,5.3,19.7,0.024,13.8,16.5,15.4,24.6,21.0,11.0,9.9,13.0,17.0,9.0,10.8,5.7,21.8,12.4,16.7,39.5,60.5,36.1,2.6,54.2,5.2,18.7,33.5,53.6,46.4,96.4,3.6,75.0,25.0,1.4,1.2,0.4,2.5,8.1,5.9,5.3,19.7,0.1,1.0,371.0,0.4,-2.5,-2.1,1.3,-0.0,1.3,0.6,-2.1,-1.5,0.2,"$15,006,250",0
293,Kent Bazemore,30.0,8.0,12.0,22.5,2.4,7.3,33.1,1.1,3.4,32.4,1.4,1.8,77.8,0.4,3.9,4.3,1.9,1.5,3.0,18.6,0.0,0.0,-3.0,3.9,22.7,0.9,32.7,0.7,25.0,7.8,7.8,6.3,21.7,0.053,17.2,13.1,17.0,22.0,23.0,15.6,15.9,7.6,19.2,21.9,21.2,19.2,23.1,19.1,14.4,53.1,46.9,35.6,12.3,45.2,21.9,11.0,23.3,34.6,65.4,95.5,4.5,62.5,37.5,0.8,0.7,1.6,1.7,7.8,7.8,6.3,21.7,0.5,2.1,433.0,-2.5,1.9,-0.6,-7.7,-0.9,-8.6,-3.6,1.5,-2.1,0.2,"$19,269,662",0
294,JaVale McGee,31.0,17.0,2.0,16.9,3.2,5.2,62.2,0.0,0.0,0.0,0.8,1.3,64.0,1.8,4.4,6.2,0.8,0.9,2.1,20.4,2.0,0.0,3.3,4.4,34.0,0.6,16.4,1.2,42.6,5.9,4.3,6.2,14.8,0.071,16.1,20.1,16.1,0.0,0.0,19.0,22.3,47.3,37.1,7.4,16.3,24.1,30.5,24.8,18.1,100.0,0.0,88.4,0.0,0.0,6.5,18.1,88.4,70.5,29.5,0.0,0.0,70.5,29.5,1.3,1.9,0.5,6.4,5.9,4.3,6.2,14.8,0.4,1.4,299.0,-0.7,4.6,3.9,2.3,-1.7,0.6,-0.2,3.6,3.4,0.9,"$4,000,000",0
295,Dwight Powell,28.0,10.0,5.0,25.2,3.0,4.7,64.3,0.3,0.7,40.0,0.9,1.9,50.0,1.6,2.7,4.3,1.3,1.1,2.7,16.4,0.0,0.0,5.7,2.7,14.4,0.7,20.4,0.4,18.2,10.0,6.9,6.5,26.4,0.057999999999999996,11.0,13.2,10.3,3.3,3.4,9.9,15.0,30.4,17.9,9.3,13.8,28.0,29.5,21.3,11.5,85.7,14.3,75.9,0.0,11.1,1.9,9.3,75.9,82.9,17.1,100.0,0.0,84.4,15.6,0.7,1.5,0.1,5.5,10.0,6.9,6.5,26.4,0.5,2.6,354.0,-1.3,-0.3,-1.5,8.9,-2.4,6.5,0.6,-0.7,-0.1,0.5,"$10,259,375",0
296,Cam Reddish,20.0,4.0,13.0,23.9,2.4,8.4,28.7,0.8,3.6,21.3,1.5,1.9,78.8,0.6,2.9,3.5,1.7,1.8,1.9,15.7,0.0,0.0,-9.2,2.9,18.7,0.9,18.8,0.3,10.2,9.3,7.0,7.8,24.8,0.025,18.5,13.1,19.4,18.1,23.6,15.9,14.6,11.9,17.0,16.2,19.9,18.9,16.7,15.5,14.0,57.3,42.7,46.3,6.6,32.2,10.7,18.2,39.7,60.7,39.3,69.2,30.8,63.4,36.6,1.3,0.6,0.8,2.8,9.3,7.0,7.8,24.8,0.8,1.9,395.0,-5.1,-0.8,-5.8,-11.3,-0.6,-11.9,-6.5,-0.7,-7.1,-0.9,"$4,245,720",0
